person_id,employee_id,employment_type,contractor_company,department,job_title,age_band_code,years_experience,training_status
1571,CTR-01571,Contractor,Delta Industrial Services,Laboratory,Sampling Technician,3,13.7,Current
1572,EMP-01572,Employee,None,Operations,Production Technician,3,9.4,Expired
1573,EMP-01573,Employee,None,Maintenance,Mechanical Technician,3,8.3,Current
1574,CTR-01574,Contractor,Integrated Drilling Services,Marine,Marine Technician,3,14.8,Current
1575,CTR-01575,Contractor,WestCo Services Ltd,Laboratory,Chemist,2,3.5,Incomplete
1576,EMP-01576,Employee,None,Projects,Project Engineer,2,1.2,Current
1577,EMP-01577,Employee,None,Laboratory,Laboratory Technician,2,6.4,Current
1578,EMP-01578,Employee,None,Engineering,Reliability Engineer,5,12.1,Due within 30 days
1579,EMP-01579,Employee,None,Drilling,Assistant Driller,3,0.7,Due within 30 days
1580,CTR-01580,Contractor,Delta Industrial Services,Logistics,Logistics Coordinator,2,4.0,Expired
1581,EMP-01581,Employee,None,Security,Security Supervisor,2,0.9,Current
1582,EMP-01582,Employee,None,Maintenance,Mechanical Technician,5,3.8,Expired
1583,EMP-01583,Employee,None,Laboratory,Sampling Technician,2,8.0,Current
1584,EMP-01584,Employee,None,Maintenance,Maintenance Supervisor,3,3.4,Current
1585,CTR-01585,Contractor,Delta Industrial Services,Engineering,Reliability Engineer,2,7.0,Expired
1586,EMP-01586,Employee,None,Security,Security Supervisor,4,12.5,Current
1587,EMP-01587,Employee,None,Drilling,Assistant Driller,2,1.3,Current
1588,EMP-01588,Employee,None,Security,Security Supervisor,4,8.6,Current
1589,EMP-01589,Employee,None,Logistics,Logistics Coordinator,2,4.3,Current
1590,CTR-01590,Contractor,WestCo Services Ltd,Laboratory,Chemist,4,13.8,Current
1591,EMP-01591,Employee,None,Operations,Process Operator,3,4.1,Current
1592,EMP-01592,Employee,None,Logistics,Forklift Operator,3,7.2,Current
1593,EMP-01593,Employee,None,Logistics,Warehouse Technician,2,5.2,Current
1594,EMP-01594,Employee,None,Projects,Construction Supervisor,3,14.2,Current
1595,EMP-01595,Employee,None,Projects,QA/QC Inspector,4,9.3,Current
1596,CTR-01596,Contractor,WestCo Services Ltd,Logistics,Driver,5,2.1,Current
1597,CTR-01597,Contractor,Atlantic Marine Support,Operations,Production Technician,2,4.8,Current
1598,EMP-01598,Employee,None,Operations,Production Technician,4,10.4,Current
1599,EMP-01599,Employee,None,Logistics,Forklift Operator,2,2.7,Expired
1600,CTR-01600,Contractor,Delta Industrial Services,Logistics,Driver,2,3.4,Current
1601,CTR-01601,Contractor,Prime Offshore Contractors,Engineering,Mechanical Engineer,5,9.1,Current
1602,EMP-01602,Employee,None,Logistics,Forklift Operator,2,3.7,Current
1603,EMP-01603,Employee,None,Engineering,Process Engineer,2,5.2,Current
1604,EMP-01604,Employee,None,Marine,Crane Operator,1,3.9,Incomplete
1605,EMP-01605,Employee,None,Maintenance,Maintenance Supervisor,5,9.8,Current
1606,CTR-01606,Contractor,PetroMaint Solutions,Laboratory,Sampling Technician,2,6.3,Expired
1607,EMP-01607,Employee,None,Drilling,Assistant Driller,3,2.0,Current
1608,EMP-01608,Employee,None,HSE,Environmental Officer,1,2.4,Expired
1609,EMP-01609,Employee,None,Drilling,Roustabout,2,3.6,Due within 30 days
1610,CTR-01610,Contractor,Prime Offshore Contractors,Drilling,Roustabout,1,3.3,Expired
1611,CTR-01611,Contractor,Coastal Logistics Ltd,Marine,Marine Technician,4,10.4,Current
1612,CTR-01612,Contractor,SafeBuild Engineering,Security,Security Supervisor,1,1.7,Due within 30 days
1613,EMP-01613,Employee,None,Engineering,Mechanical Engineer,2,7.0,Current
1614,EMP-01614,Employee,None,Engineering,Reliability Engineer,2,1.9,Expired
1615,EMP-01615,Employee,None,Logistics,Logistics Coordinator,2,4.5,Current
1616,EMP-01616,Employee,None,Projects,QA/QC Inspector,5,10.6,Current
1617,EMP-01617,Employee,None,Security,Security Supervisor,5,10.5,Current
1618,CTR-01618,Contractor,PetroMaint Solutions,Engineering,Electrical Engineer,1,1.0,Current
1619,EMP-01619,Employee,None,Operations,Process Operator,3,5.0,Current
1620,EMP-01620,Employee,None,HSE,HSE Advisor,2,4.2,Current
1621,EMP-01621,Employee,None,Projects,Construction Supervisor,4,9.1,Due within 30 days
1622,CTR-01622,Contractor,Integrated Drilling Services,Operations,Production Technician,2,7.4,Current
1623,EMP-01623,Employee,None,Maintenance,Maintenance Supervisor,2,4.4,Current
1624,EMP-01624,Employee,None,Laboratory,Chemist,3,7.8,Current
1625,CTR-01625,Contractor,PetroMaint Solutions,Laboratory,Laboratory Technician,3,5.9,Current
1626,CTR-01626,Contractor,PetroMaint Solutions,Security,Security Supervisor,1,0.7,Current
1627,CTR-01627,Contractor,WestCo Services Ltd,Drilling,Driller,4,13.0,Current
1628,CTR-01628,Contractor,Coastal Logistics Ltd,Projects,QA/QC Inspector,3,12.0,Current
1629,EMP-01629,Employee,None,Drilling,Assistant Driller,2,9.2,Current
1630,EMP-01630,Employee,None,Marine,Crane Operator,3,9.5,Current
1631,EMP-01631,Employee,None,Laboratory,Sampling Technician,1,4.4,Expired
1632,EMP-01632,Employee,None,HSE,Environmental Officer,3,18.2,Current
1633,EMP-01633,Employee,None,Security,Security Officer,2,2.9,Current
1634,CTR-01634,Contractor,Integrated Drilling Services,Operations,Process Operator,2,2.7,Current
1635,CTR-01635,Contractor,PetroMaint Solutions,Logistics,Forklift Operator,1,2.2,Current
1636,EMP-01636,Employee,None,Laboratory,Sampling Technician,4,16.0,Current
1637,CTR-01637,Contractor,Coastal Logistics Ltd,Operations,Control Room Operator,5,4.7,Expired
1638,EMP-01638,Employee,None,Logistics,Warehouse Technician,2,2.2,Current
1639,EMP-01639,Employee,None,Security,Security Supervisor,1,1.8,Current
1640,CTR-01640,Contractor,Coastal Logistics Ltd,Engineering,Process Engineer,1,2.4,Current
1641,CTR-01641,contractor,Atlantic Marine Support,HSE,Environmental Officer,3,5.8,Current
1642,EMP-01642,Employee,None,Security,Security Supervisor,2,2.8,Current
1643,EMP-01643,Employee,None,Drilling,Drilling Supervisor,3,5.7,Current
1644,EMP-01644,Employee,None,Drilling,Assistant Driller,3,5.2,Current
1645,CTR-01645,Contractor,Coastal Logistics Ltd,Engineering,Electrical Engineer,5,5.1,Due within 30 days
1646,CTR-01646,Contractor,Integrated Drilling Services,Engineering,Reliability Engineer,3,20.8,Current
1647,EMP-01647,Employee,None,Laboratory,Laboratory Technician,2,3.6,Expired
1648,CTR-01648,Contractor,Prime Offshore Contractors,Engineering,Mechanical Engineer,3,3.2,Due within 30 days
1649,EMP-01649,Employee,None,Operations,Production Technician,3,7.3,Current
1650,EMP-01650,Employee,None,Drilling,Drilling Supervisor,1,1.2,Current
1651,CTR-01651,Contractor,Delta Industrial Services,HSE,Occupational Health Officer,3,2.2,Current
1652,EMP-01652,Employee,None,Engineering,Electrical Engineer,2,5.5,Current
1653,EMP-01653,Employee,None,Drilling,Assistant Driller,3,12.5,Incomplete
1654,EMP-01654,Employee,None,Marine,Marine Technician,2,3.9,Current
1655,EMP-01655,Employee,None,Marine,Crane Operator,4,8.0,Current
1656,CTR-01656,Contractor,WestCo Services Ltd,Projects,Construction Supervisor,3,9.7,Current
1657,CTR-01657,Contractor,SafeBuild Engineering,Security,Security Supervisor,2,7.9,Current
1658,CTR-01658,Contractor,Coastal Logistics Ltd,HSE,HSE Advisor,5,20.5,Expired
1659,CTR-01659,Contractor,Atlantic Marine Support,Operations,Production Technician,3,3.6,Current
1660,EMP-01660,Employee,None,Marine,Marine Technician,2,0.7,Current
1661,EMP-01661,Employee,None,Laboratory,Chemist,2,7.5,Current
1662,EMP-01662,Employee,None,Projects,QA/QC Inspector,4,2.3,Current
1663,CTR-01663,Contractor,Coastal Logistics Ltd,HSE,HSE Officer,4,18.3,Current
1664,EMP-01664,Employee,None,Marine,Deck Crew,2,4.3,Current
1665,EMP-01665,Employee,None,Projects,Project Engineer,3,3.8,Due within 30 days
1666,EMP-01666,Employee,None,Laboratory,Chemist,5,3.2,Current
1667,CTR-01667,Contractor,PetroMaint Solutions,Drilling,Roustabout,2,3.0,Due within 30 days
1668,CTR-01668,Contractor,Prime Offshore Contractors,Drilling,Drilling Supervisor,2,0.8,Expired
1669,EMP-01669,Employee,None,Engineering,Reliability Engineer,1,6.7,Current
1670,EMP-01670,Employee,None,Projects,Project Engineer,3,1.4,Current
1671,EMP-01671,Employee,None,Operations,Control Room Operator,2,2.9,Expired
1672,EMP-01672,Employee,None,Maintenance,Electrical Technician,3,2.1,Current
1673,EMP-01673,Employee,None,Logistics,Driver,2,6.6,Current
1674,CTR-01674,Contractor,Coastal Logistics Ltd,Security,Security Supervisor,3,5.0,Current
1675,CTR-01675,Contractor,WestCo Services Ltd,Drilling,Roustabout,2,6.4,Due within 30 days
1676,CTR-01676,Contractor,Prime Offshore Contractors,Logistics,Forklift Operator,1,4.1,Current
1677,EMP-01677,Employee,None,Maintenance,Instrument Technician,1,1.5,Current
1678,EMP-01678,Employee,None,Drilling,Derrickhand,2,2.1,Current
1679,CTR-01679,Contractor,WestCo Services Ltd,Maintenance,Maintenance Supervisor,4,11.2,Current
1680,EMP-01680,Employee,None,Marine,Crane Operator,1,10.3,Current
1681,CTR-01681,Contractor,Integrated Drilling Services,Marine,Deck Officer,3,5.3,Due within 30 days
1682,EMP-01682,Employee,None,Engineering,Reliability Engineer,2,6.5,Expired
1683,EMP-01683,Employee,None,Operations,Control Room Operator,2,17.7,Current
1684,EMP-01684,Employee,None,Drilling,Assistant Driller,2,0.9,Current
1685,EMP-01685,Employee,None,Maintenance,Mechanical Technician,2,2.7,Current
1686,CTR-01686,Contractor,WestCo Services Ltd,Operations,Operations Supervisor,3,5.5,Current
1687,EMP-01687,Employee,None,HSE,Environmental Officer,4,7.1,Current
1688,EMP-01688,Employee,None,Maintenance,Instrument Technician,3,3.9,Current
1689,CTR-01689,Contractor,Atlantic Marine Support,Marine,Marine Technician,3,4.4,Current
1690,CTR-01690,Contractor,Coastal Logistics Ltd,HSE,HSE Officer,3,4.1,Current
1691,CTR-01691,Contractor,Atlantic Marine Support,Laboratory,Chemist,3,3.0,Current
1692,CTR-01692,Contractor,Prime Offshore Contractors,Projects,QA/QC Inspector,3,8.5,Current
1693,EMP-01693,Employee,None,Operations,Operations Supervisor,3,3.0,Current
1694,EMP-01694,Employee,None,Projects,Project Engineer,2,2.6,Current
1695,CTR-01695,Contractor,Coastal Logistics Ltd,Logistics,Forklift Operator,2,4.6,Current
1696,EMP-01696,Employee,None,Operations,Production Technician,3,6.4,Current
1697,EMP-01697,Employee,None,Maintenance,Electrical Technician,2,4.7,Current
1698,EMP-01698,Employee,None,Maintenance,Instrument Technician,1,0.6,Current
1699,EMP-01699,Employee,None,Marine,Marine Supervisor,3,3.7,Incomplete
1700,CTR-01700,Contractor,Atlantic Marine Support,Operations,Production Technician,3,15.2,Current
1701,EMP-01701,Employee,None,Projects,Field Engineer,1,1.8,Current
1702,CTR-01702,Contractor,Delta Industrial Services,HSE,Occupational Health Officer,2,3.4,Current
1703,CTR-01703,Contractor,Coastal Logistics Ltd,Projects,QA/QC Inspector,2,4.6,Current
1704,EMP-01704,Employee,None,Maintenance,Electrical Technician,3,9.5,Current
1705,EMP-01705,Employee,None,Logistics,Forklift Operator,2,7.2,Due within 30 days
1706,CTR-01706,Contractor,Integrated Drilling Services,Logistics,Forklift Operator,3,11.2,Expired
1707,EMP-01707,Employee,None,Maintenance,Maintenance Supervisor,4,22.0,Current
1708,CTR-01708,Contractor,SafeBuild Engineering,Operations,Operations Supervisor,2,4.1,Current
1709,EMP-01709,Employee,None,Drilling,Assistant Driller,2,1.4,Current
1710,EMP-01710,Employee,None,HSE,HSE Officer,4,16.7,Current
1711,CTR-01711,Contractor,Prime Offshore Contractors,Laboratory,Sampling Technician,3,8.8,Expired
1712,CTR-01712,Contractor,Delta Industrial Services,HSE,Occupational Health Officer,2,6.5,Current
1713,EMP-01713,Employee,None,Security,Security Supervisor,3,5.3,Current
1714,EMP-01714,Employee,None,Drilling,Derrickhand,2,3.2,Current
1715,CTR-01715,Contractor,Prime Offshore Contractors,Laboratory,Sampling Technician,3,10.1,Incomplete
1716,CTR-01716,Contractor,Atlantic Marine Support,Drilling,Drilling Supervisor,2,4.9,Due within 30 days
1717,EMP-01717,Employee,None,Logistics,Logistics Coordinator,2,8.0,Current
1718,EMP-01718,Employee,None,Logistics,Warehouse Technician,2,14.7,Current
1719,EMP-01719,Employee,None,Logistics,Logistics Coordinator,1,1.0,Current
1720,CTR-01720,Contractor,PetroMaint Solutions,Operations,Production Technician,1,0.4,Due within 30 days
1721,EMP-01721,Employee,None,Drilling,Derrickhand,3,5.1,Current
1722,EMP-01722,Employee,None,Operations,Operations Supervisor,5,3.7,Current
1723,CTR-01723,Contractor,Prime Offshore Contractors,Marine,Crane Operator,4,14.8,Current
1724,CTR-01724,Contractor,WestCo Services Ltd,Security,Security Officer,1,1.1,Current
1725,CTR-01725,Contractor,WestCo Services Ltd,Engineering,Reliability Engineer,3,3.4,Current
1726,CTR-01726,Contractor,Delta Industrial Services,Laboratory,Laboratory Technician,2,4.7,Current
1727,EMP-01727,Employee,None,Security,Security Supervisor,2,2.3,Due within 30 days
1728,EMP-01728,Employee,None,Engineering,Reliability Engineer,5,9.2,Current
1729,EMP-01729,Employee,None,Drilling,Assistant Driller,2,10.0,Current
1730,EMP-01730,Employee,None,Projects,Field Engineer,2,4.6,Current
1731,EMP-01731,Employee,None,Maintenance,Maintenance Supervisor,3,15.5,Incomplete
1732,EMP-01732,Employee,None,Logistics,Driver,2,4.8,Current
1733,CTR-01733,Contractor,Atlantic Marine Support,Maintenance,Maintenance Supervisor,1,5.3,Current
1734,CTR-01734,Contractor,Atlantic Marine Support,Drilling,Derrickhand,3,9.0,Current
1735,EMP-01735,Employee,None,Marine,Marine Technician,2,2.4,Current
1736,CTR-01736,Contractor,SafeBuild Engineering,Marine,Crane Operator,2,5.5,Current
1737,EMP-01737,Employee,None,Engineering,Reliability Engineer,4,8.9,Current
1738,EMP-01738,Employee,None,Maintenance,Mechanical Technician,2,2.3,Current
1739,EMP-01739,Employee,None,Maintenance,Electrical Technician,2,3.2,Current
1740,EMP-01740,Employee,None,Projects,Project Engineer,2,7.9,Current
1741,CTR-01741,Contractor,Integrated Drilling Services,Maintenance,Instrument Technician,2,6.8,Current
1742,CTR-01742,Contractor,WestCo Services Ltd,HSE,Occupational Health Officer,2,4.7,Current
1743,CTR-01743,Contractor,Atlantic Marine Support,Projects,Project Engineer,3,6.2,Current
1744,CTR-01744,Contractor,Prime Offshore Contractors,Security,Security Supervisor,2,6.9,Current
1745,CTR-01745,Contractor,SafeBuild Engineering,Engineering,Mechanical Engineer,3,3.2,Current
1746,EMP-01746,Employee,None,Marine,Deck Officer,3,4.1,Current
1747,CTR-01747,Contractor,Integrated Drilling Services,Logistics,Logistics Coordinator,3,8.5,Current
1748,CTR-01748,Contractor,PetroMaint Solutions,Maintenance,Instrument Technician,2,3.8,Expired
1749,EMP-01749,Employee,None,Operations,Production Technician,2,3.6,Current
1750,EMP-01750,Employee,None,Laboratory,Laboratory Technician,2,2.2,Current
1751,EMP-01751,Employee,None,Security,Security Officer,2,6.0,Due within 30 days
1752,CTR-01752,Contractor,Integrated Drilling Services,Operations,Production Technician,2,5.4,Current
1753,CTR-01753,Contractor,Coastal Logistics Ltd,Drilling,Roustabout,3,9.3,Current
1754,EMP-01754,Employee,None,Marine,Marine Supervisor,3,8.4,Current
1755,EMP-01755,Employee,None,Operations,Production Technician,3,2.3,Due within 30 days
1756,CTR-01756,Contractor,WestCo Services Ltd,Operations,Control Room Operator,2,3.9,Due within 30 days
1757,EMP-01757,Employee,None,Projects,Construction Supervisor,3,3.8,Current
1758,EMP-01758,Employee,None,Projects,Construction Supervisor,2,9.7,Current
1759,EMP-01759,Employee,None,Logistics,Warehouse Technician,2,2.4,Incomplete
1760,EMP-01760,Employee,None,Maintenance,Instrument Technician,2,7.5,Current
1761,CTR-01761,Contractor,Delta Industrial Services,Marine,Marine Supervisor,4,6.0,Current
1762,EMP-01762,Employee,None,HSE,Occupational Health Officer,4,20.8,Due within 30 days
1763,EMP-01763,Employee,None,Maintenance,Instrument Technician,3,7.2,Current
1764,CTR-01764,Contractor,Coastal Logistics Ltd,Engineering,Mechanical Engineer,2,11.0,Due within 30 days
1765,CTR-01765,Contractor,Delta Industrial Services,Maintenance,Maintenance Supervisor,2,4.1,Current
1766,EMP-01766,Employee,None,Logistics,Warehouse Technician,3,5.7,Current
1767,EMP-01767,Employee,None,Laboratory,Sampling Technician,2,5.2,Current
1768,EMP-01768,Employee,None,Laboratory,Chemist,2,2.5,Current
1769,CTR-01769,Contractor,Prime Offshore Contractors,Security,Security Officer,3,8.4,Current
1770,CTR-01770,Contractor,Delta Industrial Services,Operations,Process Operator,4,6.9,Current
1771,EMP-01771,Employee,None,Logistics,Driver,1,1.3,Due within 30 days
1772,CTR-01772,Contractor,Integrated Drilling Services,HSE,Environmental Officer,1,6.8,Current
1773,EMP-01773,Employee,None,Operations,Production Technician,3,11.8,Current
1774,CTR-01774,Contractor,Prime Offshore Contractors,HSE,HSE Officer,1,5.0,Current
1775,EMP-01775,Employee,None,Logistics,Driver,2,5.3,Current
1776,EMP-01776,Employee,None,Laboratory,Sampling Technician,2,3.5,Current
1777,EMP-01777,Employee,None,Engineering,Mechanical Engineer,3,2.0,Current
1778,EMP-01778,Employee,None,Drilling,Assistant Driller,2,5.0,Incomplete
1779,EMP-01779,Employee,None,Logistics,Forklift Operator,3,15.0,Current
1780,CTR-01780,Contractor,SafeBuild Engineering,Operations,Control Room Operator,3,4.7,Current
1781,EMP-01781,Employee,None,HSE,HSE Advisor,3,7.7,Current
1782,CTR-01782,Contractor,SafeBuild Engineering,Security,Security Supervisor,1,1.5,Expired
1783,EMP-01783,Employee,None,Drilling,Driller,3,4.5,Due within 30 days
1784,CTR-01784,Contractor,Atlantic Marine Support,Maintenance,Instrument Technician,3,11.4,Due within 30 days
1785,EMP-01785,Employee,None,Maintenance,Mechanical Technician,2,1.9,Current
1786,CTR-01786,Contractor,PetroMaint Solutions,Logistics,Warehouse Technician,2,9.4,Current
1787,EMP-01787,Employee,None,Marine,Deck Officer,4,4.6,Current
1788,EMP-01788,Employee,None,Marine,Deck Crew,2,5.2,Current
1789,EMP-01789,Employee,None,Laboratory,Laboratory Technician,3,6.2,Expired
1790,EMP-01790,Employee,None,Drilling,Derrickhand,3,15.1,Due within 30 days
1791,CTR-01791,Contractor,Delta Industrial Services,Logistics,Forklift Operator,4,17.7,Due within 30 days
1792,CTR-01792,Contractor,Coastal Logistics Ltd,Maintenance,Mechanical Technician,1,3.0,Current
1793,EMP-01793,Employee,None,Drilling,Derrickhand,2,2.9,Incomplete
